employee_id,hire_date,term_date,first_name,last_name,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,term_type,term_reason,active_status,gender,race,birth_date,education,location,location_city,marital_status,employment_status
1129885717,2018-10-08,,Chuck,Guyan,Operations,Logistics,8944569760.0,2350609054.0,8375539146.0,12104572130.0,Individual Contributor,67909,,,1,Male,Caucasian,6/5/1992,Bachelor's degree,Remote,Denver,Single,Full Time
1133455702,2016-05-30,,Reynold,Parramore,Administration,Facilities,1055389029.0,12104572130.0,,,Manager,86348,,,1,Male,Caucasian,2/6/1989,Bachelor's degree,On-site,San Francisco,Married,Full Time
1133956569,2012-08-30,,Sharline,Patroni,Software,Software Development,9564800263.0,9195070758.0,12104572130.0,,Team Lead,86513,,,1,Female,Native American,8/30/1967,Master's degree,On-site,Los Angeles,Married,Full Time
1135122025,2016-01-15,,Leupold,Crolly,Finance,Accounting,5350093764.0,8988913174.0,12104572130.0,,Team Lead,88521,,,1,Male,Caucasian,1/24/1975,Bachelor's degree,On-site,San Francisco,Married,Full Time
1135467877,2015-04-28,,Pinchas,Collen,R&D,Research,4363135469.0,5661678441.0,4691487226.0,12104572130.0,Individual Contributor,66495,,,1,Male,Caucasian,4/8/1983,Master's degree,On-site,San Francisco,Married,Full Time
1139442023,2021-07-22,,Renato,Baltrushaitis,Administration,Facilities,1626346501.0,4609895564.0,3529946098.0,12104572130.0,Individual Contributor,73664,,,1,Male,Asian,1/22/1981,Bachelor's degree,Remote,Houston,Married,Full Time
1142396245,2016-12-21,,Eve,Warrillow,Software,Technical Support,3228223998.0,978661177.0,9368442131.0,12104572130.0,Individual Contributor,98322,,,1,Female,Caucasian,11/13/1991,Bachelor's degree,Remote,San Diego,Single,Full Time
1144778675,2020-06-16,,Alejandro,Grewer,Procurement,Vendor Management,2036341103.0,584122183.0,12104572130.0,,Team Lead,80661,,,1,Male,Caucasian,12/10/1980,Bachelor's degree,Remote,Boston,Single,Full Time
1145612320,2014-07-14,,Felipe,Voss,Software,QA,1857304825.0,6851422667.0,5942974370.0,12104572130.0,Individual Contributor,101152,,,1,Male,Asian,11/30/1991,Bachelor's degree,On-site,Dallas,Single,Full Time
1147520789,2016-04-13,,Igor,Dougharty,Sales,Account Management,3664844848.0,12104572130.0,,,Manager,83855,,,1,Male,Caucasian,7/30/1992,Bachelor's degree,Remote,Jacksonville,Single,Full Time
1148338617,2016-08-23,2018-05-27,Nichols,Balcock,Software,Software Development,5254944830.0,12104572130.0,,,Manager,110976,Voluntary,Found a better opportunity,0,Male,Other,12/25/1991,Bachelor's degree,Remote,Charlotte,Married,Full Time
1152999324,2017-09-16,,Hieronymus,Sneden,Sales,Sales Operations,1423323651.0,2976516973.0,2188325953.0,12104572130.0,Individual Contributor,79006,,,1,Male,Caucasian,7/18/1985,,On-site,Los Angeles,Married,Full Time
1155091624,2015-01-15,,Damian,Dunkley,Software,QA,3583023331.0,2870084555.0,5254944830.0,12104572130.0,Individual Contributor,80806,,,1,Male,Hispanic,12/4/1989,Bachelor's degree,Remote,Denver,Single,Full Time
1155740069,2021-04-17,2021-06-13,Godwin,Vallender,Software,Software Development,3232398563.0,9195070758.0,12104572130.0,,Team Lead,115776,Voluntary,Found a better opportunity,0,Male,Caucasian,12/17/1992,Bachelor's degree,Remote,San Diego,Single,Full Time
1156342590,2012-06-09,,Alejandro,Hartshorn,Software,Technical Support,4645585274.0,9281160388.0,6129740252.0,12104572130.0,Individual Contributor,103167,,,1,Male,Caucasian,10/10/1999,Bachelor's degree,On-site,San Francisco,Single,Full Time
1159005086,2016-10-24,,Chris,Kordes,HR,Recruiting,8377149542.0,12104572130.0,,,Manager,68120,,,1,Male,Asian,1/26/1996,Bachelor's degree,Remote,San Francisco,Single,Full Time
1159597010,2013-07-14,,Duncan,Roskelly,Software,QA,5637400000.0,5390863100.0,9195070758.0,12104572130.0,Individual Contributor,87457,,,1,Male,Caucasian,9/24/1984,Bachelor's degree,Remote,Chicago,Single,Full Time
1160713076,2016-05-03,,Wandis,Reyne,Administration,Executive Assistants,6216076748.0,4096113579.0,8652820129.0,12104572130.0,Individual Contributor,74589,,,1,Female,Caucasian,1/29/1983,Master's degree,Remote,Philadelphia,Single,Full Time
1160840840,2014-07-14,,Hasheem,Lydall,Software,Software Development,4657616823.0,642542467.0,21007178.0,12104572130.0,Individual Contributor,101579,,,1,Male,Caucasian,3/1/2001,Bachelor's degree,Remote,Columbus,Married,Full Time
1163702137,2020-11-10,,Bobine,Meighan,Software,Software Development,9952342498.0,4502528035.0,2107182373.0,12104572130.0,Individual Contributor,79030,,,1,Female,Caucasian,12/1/1987,Bachelor's degree,Remote,San Antonio,Single,Full Time
1171364157,2015-03-05,,Doll,Somerbell,Software,Software Development,9293014412.0,9281160388.0,5942974370.0,12104572130.0,Individual Contributor,83744,,,1,Female,Caucasian,7/9/1988,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1173750454,2020-07-31,,Karine,Hargroves,Customer Service,Technical Support,2738173682.0,9657388599.0,12104572130.0,,Team Lead,60484,,,1,Female,Caucasian,3/31/1991,Bachelor's degree,Remote,San Antonio,Single,Full Time
1174113459,2014-07-06,2015-05-06,Kellie,Stealfox,Finance,Financial Planning,4229204534.0,7265175724.0,8988913174.0,12104572130.0,Individual Contributor,65002,Voluntary,More flexible benefits,0,Female,Caucasian,4/28/1972,Master's degree,Remote,Austin,Married,Full Time
1174282261,2017-12-07,,Shirlene,Pibworth,Marketing,Marketing Research,7047046426.0,3627551867.0,2813655685.0,12104572130.0,Individual Contributor,94480,,,1,Female,Asian,2/27/1998,Bachelor's degree,Remote,Washington DC,Single,Full Time
1174633601,2020-12-30,,Gaultiero,Parffrey,HR,Training,3564449061.0,6284594203.0,1871591752.0,12104572130.0,Individual Contributor,76519,,,1,Male,Caucasian,2/23/1992,Bachelor's degree,Remote,Charlotte,Single,Full Time
1178672912,2015-06-20,,Timmy,Henbury,Operations,Project Management,6002149461.0,216953146.0,9843016922.0,12104572130.0,Individual Contributor,62787,,,1,Female,Caucasian,6/16/1986,Bachelor's degree,Remote,Fort Worth,Single,Full Time
1179289214,2021-01-04,,Wilie,Feavers,Marketing,Marketing Research,3340504277.0,4524447811.0,4092540016.0,12104572130.0,Individual Contributor,72176,,,1,Female,African American,3/16/1991,Bachelor's degree,Remote,Charlotte,Single,Full Time
1183939979,2013-05-20,,Clark,Dalziel,Procurement,Supply Chain,3570683418.0,12104572130.0,,,Manager,61252,,,1,Male,Caucasian,8/3/1979,Bachelor's degree,Remote,San Jose,Married,Full Time
1188827613,2016-03-10,,Ardyth,Rubega,Sales,Sales Operations,390131335.0,12104572130.0,,,Manager,95091,,,1,Female,Hispanic,2/2/1982,Associate's degree,Remote,Austin,Single,Full Time
1192611912,2013-07-20,,Paulie,Chainey,Finance,Accounting,1648354202.0,4077713505.0,5312370235.0,12104572130.0,Individual Contributor,56122,,,1,Female,Hispanic,3/16/1994,Bachelor's degree,Remote,Houston,Single,Full Time
1197229283,2021-09-02,,Kerry,Tutchell,Sales,Business Development,3350437227.0,2747567836.0,2188325953.0,12104572130.0,Individual Contributor,60753,,,1,Male,Asian,12/28/1991,Bachelor's degree,Remote,Boston,Single,Full Time
1197323865,2017-11-04,,Marris,Valek,Operations,Project Management,3210430671.0,1689927080.0,8495424892.0,12104572130.0,Individual Contributor,61852,,,1,Female,Caucasian,1/31/1980,Bachelor's degree,Remote,San Jose,Single,Full Time
1197760534,2013-11-06,,Gamaliel,Aronowitz,Sales,Account Management,4726691640.0,4566010041.0,2169536929.0,12104572130.0,Individual Contributor,82393,,,1,Male,Caucasian,7/20/1990,Master's degree,On-site,San Francisco,Single,Full Time
1205282864,2014-02-12,,Fremont,Carlos,Operations,Supply Chain,4923426918.0,2350609054.0,8488156355.0,12104572130.0,Individual Contributor,66524,,,1,Male,Caucasian,8/13/1995,Master's degree,Remote,Denver,Single,Full Time
1207731538,2016-03-12,,Grantley,Chalcot,Software,Software Development,2365847572.0,6279119392.0,5959242695.0,12104572130.0,Individual Contributor,84908,,,1,Male,Caucasian,1/2/1984,Bachelor's degree,Remote,Fort Worth,Single,Full Time
1208397417,2017-08-20,,Web,Treleaven,Sales,Business Development,5459247260.0,2231553779.0,390131335.0,12104572130.0,Individual Contributor,64291,,,1,Male,African American,4/2/1994,Master's degree,Remote,San Francisco,Single,Full Time
1210136663,2018-12-17,,Barron,Cropp,Sales,Business Development,3376234187.0,630667872.0,2188325953.0,12104572130.0,Individual Contributor,73653,,,1,Male,Caucasian,11/13/1989,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1212349178,2016-03-04,,Evie,Millichap,Sales,Account Management,5602375624.0,4566010041.0,8057668487.0,12104572130.0,Individual Contributor,77403,,,1,Female,Caucasian,4/19/2001,Bachelor's degree,Remote,Houston,Married,Full Time
1213075423,2017-04-02,,Mitchell,Hillatt,Software,QA,2305655767.0,7297337598.0,226422921.0,12104572130.0,Individual Contributor,71536,,,1,Male,Caucasian,12/27/1993,Bachelor's degree,Remote,Philadelphia,Single,Full Time
1214333978,2017-06-21,,Darrell,Speeks,Finance,Auditing,460923431.0,9882325408.0,5312370235.0,12104572130.0,Individual Contributor,77798,,,1,Male,Hispanic,12/20/1994,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1215391036,2012-08-06,2014-08-28,Penrod,Tryhorn,HR,Benefits,1272988056.0,9237096765.0,2874824995.0,12104572130.0,Individual Contributor,58640,Voluntary,Better salary,0,Male,Caucasian,6/8/1992,Bachelor's degree,Remote,Dallas,Married,Full Time
1216589756,2012-12-27,,Selia,Byles,Sales,Sales Operations,2674326044.0,1147520789.0,390131335.0,12104572130.0,Individual Contributor,70831,,,1,Female,Caucasian,6/1/1981,Bachelor's degree,Remote,Dallas,Single,Full Time
1217153229,2017-04-14,,Temple,Steptoe,Sales,Sales Operations,3664844848.0,12104572130.0,,,Manager,92508,,,1,Male,Caucasian,3/27/2001,Bachelor's degree,Remote,Washington DC,Single,Full Time
1219443439,2017-08-18,,Cos,Smurfit,Finance,Accounting,3947021486.0,8737946734.0,6641422960.0,12104572130.0,Individual Contributor,90659,,,1,Male,Caucasian,1/10/1998,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1220088260,2013-06-20,,Fanchon,Fitzpayn,Product Development,Product Marketing,8270405811.0,3438576425.0,765808111.0,12104572130.0,Individual Contributor,100090,,,1,Female,Asian,6/4/1996,Bachelor's degree,Remote,Houston,Single,Full Time
1220354946,2013-08-19,,Matti,Flude,Software,Technical Support,6810137844.0,1583872264.0,21007178.0,12104572130.0,Individual Contributor,67343,,,1,Female,Other,12/21/1983,Associate's degree,Remote,San Diego,Single,Full Time
1221282917,2013-12-14,,Perice,Duny,Software,Software Development,9666212537.0,4935607662.0,9195070758.0,12104572130.0,Individual Contributor,85087,,,1,Male,Caucasian,11/11/1996,Bachelor's degree,Remote,Houston,Single,Full Time
1228916380,2014-01-12,2015-01-21,Rowney,Spring,Sales,Business Development,8561534894.0,2747567836.0,3664844848.0,12104572130.0,Individual Contributor,74537,Voluntary,Found a better opportunity,0,Male,Caucasian,2/25/1996,Bachelor's degree,Remote,Seattle,Single,Full Time
1235334166,2015-07-20,,Ganny,Buttel,Software,Software Development,6268712051.0,12104572130.0,,,Manager,125507,,,1,Male,Caucasian,1/5/1999,Bachelor's degree,Remote,Philadelphia,Single,Full Time
1237337396,2019-01-19,,Korry,Travers,Marketing,Advertising,7066567678.0,2066534911.0,2813655685.0,12104572130.0,Individual Contributor,63061,,,1,Female,Caucasian,12/3/1997,Bachelor's degree,Remote,Seattle,Single,Full Time
1240166189,2021-08-02,2021-09-22,Maridel,Coath,Operations,Logistics,1927101441.0,2350609054.0,9843016922.0,12104572130.0,Individual Contributor,83223,Voluntary,Better salary,0,Female,Caucasian,12/27/1987,Bachelor's degree,Remote,Columbus,Single,Full Time
1243326930,2021-12-26,,Michal,Popping,Administration,Executive Assistants,409650215.0,1133455702.0,6497597529.0,12104572130.0,Individual Contributor,56606,,,1,Male,Caucasian,5/31/1965,Bachelor's degree,Remote,Dallas,Married,Full Time
1243898660,2021-09-21,,Cal,Cudde,Software,Software Development,4917030504.0,315421483.0,3159687889.0,12104572130.0,Individual Contributor,73951,,,1,Male,Caucasian,2/25/1984,Bachelor's degree,Remote,Philadelphia,Single,Full Time
1248416859,2013-07-27,,Tallia,Burchfield,Software,Technical Support,1646714686.0,6279119392.0,9451957864.0,12104572130.0,Individual Contributor,74477,,,1,Female,Hispanic,3/24/1960,Bachelor's degree,Remote,San Jose,Married,Full Time
1248905970,2014-11-28,2015-11-11,Keven,Ovell,Legal,Litigation,3346380741.0,9853910653.0,2591261030.0,12104572130.0,Individual Contributor,101167,Voluntary,Better salary,0,Male,Caucasian,10/1/1992,Bachelor's degree,Remote,Charlotte,Single,Full Time
1250513971,2016-07-21,2017-07-28,Griff,Foskew,R&D,Product Design,6611224171.0,9928084959.0,12104572130.0,,Team Lead,104299,Voluntary,More flexible benefits,0,Male,Caucasian,6/22/1983,Master's degree,Remote,San Diego,Single,Full Time
1251502396,2014-07-28,,Will,Andrioni,Finance,Financial Planning,135888623.0,3913723636.0,3225775822.0,12104572130.0,Individual Contributor,82724,,,1,Male,Caucasian,6/1/1979,Bachelor's degree,Remote,Boston,Single,Full Time
1253139414,2018-12-12,,Nathanil,Kondratyuk,Software,QA,5200779776.0,5390863100.0,3159687889.0,12104572130.0,Individual Contributor,101867,,,1,Male,Caucasian,2/10/1988,Bachelor's degree,Remote,San Diego,Single,Full Time
1254635676,2012-06-21,,Taddeo,Haugg,R&D,Research,6635192943.0,1672606048.0,1424199297.0,12104572130.0,Individual Contributor,80233,,,1,Male,Caucasian,5/17/1980,Bachelor's degree,Remote,Charlotte,Single,Full Time
1255605369,2019-08-20,2021-06-23,Garrot,Bemment,Operations,Logistics,6002149461.0,4521656077.0,9843016922.0,12104572130.0,Individual Contributor,69007,Voluntary,More flexible benefits,0,Male,Caucasian,2/9/1996,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1256124671,2015-01-12,,Sky,Duckhouse,Finance,Accounting,3972048378.0,5400546882.0,12104572130.0,,Team Lead,76609,,,1,Male,Caucasian,9/23/1996,Bachelor's degree,On-site,Los Angeles,Married,Full Time
1261309781,2021-02-22,,Salomo,Iannitti,Software,Software Development,9322200876.0,3902693036.0,12104572130.0,,Team Lead,99279,,,1,Male,Caucasian,3/10/1983,Bachelor's degree,Remote,Columbus,Single,Full Time
1263991009,2013-12-30,,Clio,MacGarrity,Sales,Account Management,6382958391.0,2612461749.0,8057668487.0,12104572130.0,Individual Contributor,77833,,,1,Female,Caucasian,5/19/1970,Master's degree,On-site,Los Angeles,Married,Full Time
1265692609,2016-07-23,2017-08-21,Durante,Dils,HR,Recruiting,5301823462.0,977946997.0,2874824995.0,12104572130.0,Individual Contributor,79924,Voluntary,More flexible benefits,0,Male,Caucasian,3/18/1990,Bachelor's degree,Remote,Washington DC,Single,Full Time
1270185796,2013-08-17,,Andee,Prettyjohns,Software,Technical Support,1523340543.0,1900946112.0,259741855.0,12104572130.0,Individual Contributor,90027,,,1,Female,Asian,9/20/1975,Bachelor's degree,Remote,New York,Married,Full Time
1272988056,2012-03-18,,Catharine,Hilling,HR,Benefits,4930496475.0,7870535481.0,12104572130.0,,Team Lead,75647,,,1,Female,Caucasian,5/14/1995,Bachelor's degree,Remote,Washington DC,Single,Full Time
1275997622,2016-12-13,,Alessandra,Edelheid,Finance,Financial Planning,5683220301.0,3064528137.0,8988913174.0,12104572130.0,Individual Contributor,82295,,,1,Female,Caucasian,9/6/1989,Bachelor's degree,Remote,Dallas,Single,Full Time
1279524452,2019-11-24,,Morten,Cuss,Operations,Project Management,5011019034.0,340589918.0,8375539146.0,12104572130.0,Individual Contributor,83670,,,1,Male,Caucasian,10/7/1992,Bachelor's degree,Remote,Charlotte,Single,Full Time
1280971696,2012-04-12,,Mayer,Wetter,Software,QA,7357925070.0,12104572130.0,,,Manager,100836,,,1,Male,Other,1/1/1984,Bachelor's degree,Remote,Seattle,Single,Full Time
1283917588,2012-02-19,,Phedra,Decroix,Finance,Auditing,3784100768.0,8876294130.0,3225775822.0,12104572130.0,Individual Contributor,66744,,,1,Female,Caucasian,8/28/1991,Bachelor's degree,Remote,Charlotte,Single,Full Time
1284827097,2021-03-21,2021-05-22,Guendolen,Kiossel,Legal,Intellectual Property,2591261030.0,12104572130.0,,,Manager,112411,Voluntary,Better salary,0,Female,Caucasian,9/16/1958,Bachelor's degree,Remote,Washington DC,Married,Full Time
1285767804,2014-08-06,2015-07-29,Olenolin,Ninnoli,Finance,Auditing,3972048378.0,6022803528.0,12104572130.0,,Team Lead,92101,Voluntary,More flexible benefits,0,Male,Caucasian,3/28/2000,Bachelor's degree,Remote,Chicago,Single,Full Time
1289694966,2013-08-10,,Barnabe,Haylor,Finance,Auditing,7732477252.0,8876294130.0,4691268378.0,12104572130.0,Individual Contributor,91351,,,1,Male,Caucasian,4/26/1986,Bachelor's degree,Remote,Phoenix,Single,Full Time
1294017135,2016-07-01,,Humfrey,Howse,Sales,Account Management,3855144093.0,3786575563.0,1074347333.0,12104572130.0,Individual Contributor,68507,,,1,Male,African American,9/17/1986,Bachelor's degree,Remote,Columbus,Married,Full Time
1294129792,2018-09-19,,Mahala,Halling,Finance,Financial Planning,3073905311.0,5350093764.0,2793295523.0,12104572130.0,Individual Contributor,73094,,,1,Female,Caucasian,1/27/1996,Master's degree,On-site,San Francisco,Married,Full Time
1294824500,2016-05-19,,Son,Danzig,Administration,Travel,6472118096.0,4096113579.0,1055389029.0,12104572130.0,Individual Contributor,51552,,,1,Male,Caucasian,6/7/1988,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1302776007,2016-02-20,,Page,Croley,Software,QA,6123517755.0,8910285795.0,2107182373.0,12104572130.0,Individual Contributor,87039,,,1,Male,Caucasian,7/18/1977,Associate's degree,Remote,Denver,Married,Full Time
1304248753,2012-04-26,2014-02-08,Hobie,Shelbourne,Software,Technical Support,4770950126.0,9180299011.0,7708606215.0,12104572130.0,Individual Contributor,94009,Voluntary,More flexible benefits,0,Male,Caucasian,6/10/1986,Master's degree,Remote,San Diego,Single,Full Time
1305338009,2020-09-30,2020-11-24,Malvin,Loblie,Customer Service,Customer Support,9705951632.0,3800737707.0,9657388599.0,12104572130.0,Individual Contributor,57156,Involuntary,Budget cuts,0,Male,Caucasian,11/16/1999,Bachelor's degree,Remote,Indianapolis,Single,Full Time
1305794961,2016-12-29,,Flint,Baggiani,Software,Software Development,4744086221.0,8277660536.0,5254944830.0,12104572130.0,Individual Contributor,91430,,,1,Male,Caucasian,12/7/1989,Master's degree,Remote,Austin,Single,Full Time
1309639256,2020-12-29,,Mandel,Lambillion,Operations,Logistics,2422532302.0,9107093688.0,8488156355.0,12104572130.0,Individual Contributor,88344,,,1,Male,Asian,8/31/1983,Bachelor's degree,Remote,Dallas,Married,Full Time
1310820702,2013-02-27,,Lilyan,Gabbatt,Finance,Financial Planning,582378211.0,8412275732.0,2793295523.0,12104572130.0,Individual Contributor,71426,,,1,Female,Caucasian,12/15/1995,Bachelor's degree,Remote,San Antonio,Married,Full Time
1315398556,2019-01-28,2019-11-13,Andres,Scudder,Finance,Auditing,823014046.0,6043081030.0,6022803528.0,12104572130.0,Individual Contributor,59973,Involuntary,Termination for cause,0,Male,Other,9/27/1998,Bachelor's degree,Remote,San Jose,Single,Full Time
1320756379,2016-02-03,,Samson,Speake,Administration,Travel,1393928212.0,1133455702.0,3373364129.0,12104572130.0,Individual Contributor,65065,,,1,Male,Caucasian,12/26/1990,Bachelor's degree,On-site,Dallas,Single,Full Time
1321952228,2016-07-04,2018-07-17,Arel,Tace,Product Development,Project Management,2316448272.0,12104572130.0,,,Manager,100661,Involuntary,Performance,0,Male,Caucasian,10/5/1991,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1322142169,2017-11-14,,Saree,Beccera,Customer Service,Account Management,114604934.0,6384586478.0,9657388599.0,12104572130.0,Individual Contributor,73717,,,1,Female,Caucasian,1/31/1998,Master's degree,Remote,San Antonio,Married,Full Time
1326460603,2021-12-21,,Jayme,Astie,Finance,Auditing,4822172627.0,2813354026.0,3615825420.0,12104572130.0,Individual Contributor,77312,,,1,Female,Other,3/12/1972,Bachelor's degree,Remote,San Francisco,Married,Full Time
1327507817,2019-01-22,,Farrell,Parsonson,Software,Software Development,12104572130.0,,,,Director,114453,,,1,Male,Caucasian,8/5/1992,Master's degree,Remote,Washington DC,Married,Full Time
1329170177,2012-01-17,,Carly,Brinkley,Marketing,Public Relations,9743222543.0,12104572130.0,,,Manager,87969,,,1,Female,Caucasian,1/1/1980,Bachelor's degree,Remote,San Diego,Married,Full Time
1330464109,2015-03-12,,Bette-ann,De Ruggero,Finance,Auditing,5350093764.0,5312370235.0,12104572130.0,,Team Lead,92110,,,1,Female,Caucasian,1/5/1986,Bachelor's degree,Remote,Austin,Single,Full Time
1331663825,2021-09-15,,Clari,Fryman,Finance,Financial Planning,972621828.0,5350093764.0,6641422960.0,12104572130.0,Individual Contributor,64928,,,1,Female,Caucasian,3/20/1996,Master's degree,Remote,Boston,Single,Full Time
1334154186,2015-11-23,,Calida,Spong,Operations,Supply Chain,8510468780.0,7406542888.0,9452810041.0,12104572130.0,Individual Contributor,82189,,,1,Female,Caucasian,8/25/1986,Associate's degree,Remote,Columbus,Single,Full Time
1335358252,2021-10-25,,Dana,Pavett,Customer Service,Account Management,4701018058.0,9657388599.0,12104572130.0,,Team Lead,78640,,,1,Female,Caucasian,3/15/1994,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1336142758,2016-09-19,,Claybourne,Dunster,HR,Recruiting,9258459221.0,1122783933.0,3315940256.0,12104572130.0,Individual Contributor,66933,,,1,Male,Hispanic,5/18/1997,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1336540136,2014-04-11,2016-02-17,Marijo,Allbones,Finance,Accounting,3342104556.0,9341365400.0,6022803528.0,12104572130.0,Individual Contributor,71842,Involuntary,Performance,0,Female,Caucasian,12/12/1980,Bachelor's degree,Remote,Dallas,Single,Full Time
1336644832,2018-11-25,,Allin,Whitefoot,Legal,Intellectual Property,7395423694.0,7038178543.0,5930096966.0,12104572130.0,Individual Contributor,85580,,,1,Male,Caucasian,10/1/1998,Bachelor's degree,Remote,Columbus,Single,Full Time
1339258065,2020-01-22,,Godfree,Van der Velden,Administration,Travel,7404245430.0,2749334301.0,5419153998.0,12104572130.0,Individual Contributor,56619,,,1,Male,Caucasian,11/1/1960,Bachelor's degree,Remote,Austin,Married,Full Time
1341715961,2015-07-08,2017-05-15,Griselda,Jennrich,HR,Training,3332512175.0,2221255630.0,7870535481.0,12104572130.0,Individual Contributor,54563,Involuntary,Budget cuts,0,Female,Hispanic,3/16/1985,Bachelor's degree,Remote,Charlotte,Single,Full Time
1342983369,2021-08-18,,Corbin,Botger,Software,Technical Support,5362387004.0,4502528035.0,2107182373.0,12104572130.0,Individual Contributor,71403,,,1,Male,Caucasian,4/23/1993,Bachelor's degree,Remote,San Francisco,Single,Full Time
1343410277,2017-09-30,,Cristiano,McCathie,Customer Service,Technical Support,7799349465.0,9657388599.0,12104572130.0,,Team Lead,67330,,,1,Male,Caucasian,12/24/1982,Bachelor's degree,Remote,San Francisco,Single,Full Time
1351843841,2016-07-28,,Ardelis,Whittingham,Marketing,Advertising,1949400041.0,12104572130.0,,,Manager,96403,,,1,Female,Caucasian,4/24/1995,Bachelor's degree,Remote,Phoenix,Married,Full Time
1353829267,2013-04-25,2015-02-14,Pierre,Layhe,Marketing,Advertising,4524447811.0,2813655685.0,12104572130.0,,Team Lead,73720,Voluntary,More flexible benefits,0,Male,Caucasian,5/20/1979,Bachelor's degree,Remote,Houston,Single,Full Time
1354474911,2017-01-27,,Nicholas,Holde,Administration,Travel,2840761127.0,1055389029.0,12104572130.0,,Team Lead,82069,,,1,Male,Asian,12/11/1990,Bachelor's degree,Remote,New York,Single,Full Time
1355334462,2021-02-14,,Wally,Broggetti,Software,QA,4645585274.0,2870084555.0,9368442131.0,12104572130.0,Individual Contributor,89047,,,1,Female,Caucasian,12/31/2000,Bachelor's degree,Remote,Austin,Single,Full Time
1355706437,2012-09-28,,Evan,Mapham,Product Development,Product Management,4549854048.0,1616961292.0,765808111.0,12104572130.0,Individual Contributor,87320,,,1,Male,Caucasian,1/21/1998,Bachelor's degree,Remote,Houston,Single,Full Time
1358690858,2018-01-28,,Stanislaw,Hancock,HR,Training,5187621014.0,302887809.0,12104572130.0,,Team Lead,86375,,,1,Male,Caucasian,2/5/1981,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1360867790,2021-05-19,,Kyle,Ratnege,Finance,Accounting,7612459374.0,7265175724.0,8988913174.0,12104572130.0,Individual Contributor,64499,,,1,Female,African American,10/24/1987,Bachelor's degree,Remote,Jacksonville,Single,Full Time
1363350907,2019-08-04,,Brandy,Iorns,Software,Technical Support,4422482610.0,3331241071.0,6268712051.0,12104572130.0,Individual Contributor,72231,,,1,Male,African American,6/6/1984,Bachelor's degree,On-site,Los Angeles,Single,Full Time
1365530387,2015-02-15,,Loraine,Redrup,Sales,Sales Operations,9874902446.0,1217153229.0,390131335.0,12104572130.0,Individual Contributor,86260,,,1,Female,Caucasian,2/8/1981,Bachelor's degree,Remote,Fort Worth,Single,Full Time
1368787589,2012-11-07,,Cecily,Preshous,Software,Technical Support,6129740252.0,12104572130.0,,,Manager,111806,,,1,Female,Caucasian,4/8/1982,Bachelor's degree,On-site,San Francisco,Single,Full Time
1370967781,2020-02-04,,Eden,Strete,Customer Service,Customer Support,7028724657.0,7799349465.0,9657388599.0,12104572130.0,Individual Contributor,55896,,,1,Female,Native American,8/23/1964,Master's degree,Remote,New York,Married,Full Time
1371062116,2018-01-21,,Cordie,Rogger,Software,Technical Support,777501422.0,399958811.0,3902693036.0,12104572130.0,Individual Contributor,89241,,,1,Male,Caucasian,1/27/1971,Bachelor's degree,Remote,San Antonio,Married,Full Time
1371430516,2014-08-03,,Sosanna,Martinello,Software,QA,5959242695.0,12104572130.0,,,Manager,120797,,,1,Female,Caucasian,5/5/1984,Bachelor's degree,On-site,San Francisco,Married,Full Time
1372269958,2015-08-06,,Valentijn,Garlick,Operations,Logistics,293579828.0,2350609054.0,9843016922.0,12104572130.0,Individual Contributor,85448,,,1,Male,Caucasian,6/25/1986,Bachelor's degree,Remote,San Jose,Single,Full Time
1375327595,2021-10-08,,Garfield,Seyers,Marketing,Advertising,2268142296.0,4790098732.0,9743222543.0,12104572130.0,Individual Contributor,74433,,,1,Male,Caucasian,11/9/1981,Bachelor's degree,Remote,Houston,Single,Full Time
1375673426,2016-10-22,,Mareah,Loveland,Sales,Business Development,318067557.0,2976516973.0,1074347333.0,12104572130.0,Individual Contributor,60390,,,1,Female,Caucasian,6/11/1981,Bachelor's degree,Remote,San Jose,Single,Full Time
1377239118,2017-05-22,2018-03-20,Gunner,Brant,R&D,Product Design,6635192943.0,44493250.0,3792599203.0,12104572130.0,Individual Contributor,78170,Voluntary,Found a better opportunity,0,Male,Asian,8/17/1966,Master's degree,On-site,San Francisco,Married,Full Time
1381541547,2015-02-16,2016-02-14,Janna,Dubarry,Marketing,Public Relations,8006539791.0,4092540016.0,12104572130.0,,Team Lead,75180,Voluntary,More flexible benefits,0,Female,Caucasian,10/2/1998,Bachelor's degree,On-site,San Francisco,Married,Full Time
1382265541,2015-06-18,,Yasmeen,Spivey,R&D,Research,9823649154.0,6611224171.0,1424199297.0,12104572130.0,Individual Contributor,86116,,,1,Female,Caucasian,4/15/1999,,Remote,San Antonio,Married,Full Time
